   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         1  "Larrow"       133       563       3        53        "telephone5"     137   "S_tarson_C"        63       2        35;
       2         0  "Barrow"        33       601       3        53             "ring8"      99   "S_tarson_C"        63       2       159;
       3         0  "Barrow"         1       577       0        50               "nul"     123   "S_tarson_A"        61       1       125;
       4         0  "Barrow"         2       499       0        50               "nul"     201   "S_tarson_B"        62       1       117;
       5         0  "Barrow"         4       284       0        50               "nul"     416   "S_tarson_D"        64       2        12;
       6         0  "Barrow"        32       557       3        53       "telephone17"     143   "S_tarson_B"        62       1        63;
       7         1  "Larrow"       103        98       0        50               "nul"     602   "S_tarson_C"        63       2       168;
       8         1  "Rarrow"       202       121       0        50               "nul"     579   "S_tarson_B"        62       1       180;
       9         1  "Rarrow"       204       210       0        50               "nul"     490   "S_tarson_D"        64       2        70;
      10         1  "Larrow"       101       380       0        50               "nul"     320   "S_tarson_A"        61       1        92;
      11         0  "Barrow"         1       127       0        50               "nul"     573   "S_tarson_A"        61       1       167;
      12         1  "Larrow"       101       473       0        50               "nul"     227   "S_tarson_A"        61       1       157;
      13         0  "Barrow"         3       464       0        50               "nul"     236   "S_tarson_C"        63       2         7;
      14         1  "Larrow"       103       383       0        50               "nul"     317   "S_tarson_C"        63       2        37;
      15         1  "Larrow"       103       646       0        50               "nul"      54   "S_tarson_C"        63       2       151;
      16         1  "Rarrow"       232       559       3        53        "sonnette10"     141   "S_tarson_B"        62       1       100;
      17         0  "Barrow"         1       118       0        50               "nul"     582   "S_tarson_A"        61       1       105;
      18         1  "Larrow"       101        85       0        50               "nul"     615   "S_tarson_A"        61       1       114;
      19         1  "Rarrow"       204       282       0        50               "nul"     418   "S_tarson_D"        64       2       110;
      20         0  "Barrow"         2       327       0        50               "nul"     373   "S_tarson_B"        62       1        89;
      21         1  "Larrow"       103       611       0        50               "nul"      89   "S_tarson_C"        63       2        31;
      22         1  "Rarrow"       204        68       0        50               "nul"     632   "S_tarson_D"        64       2       157;
      23         1  "Larrow"       101       297       0        50               "nul"     403   "S_tarson_A"        61       1        52;
      24         0  "Barrow"         2       190       0        50               "nul"     510   "S_tarson_B"        62       1        21;
      25         1  "Larrow"       101       626       0        50               "nul"      74   "S_tarson_A"        61       1       162;
      26         1  "Larrow"       101       188       0        50               "nul"     512   "S_tarson_A"        61       1        60;
      27         0  "Barrow"         3       434       0        50               "nul"     266   "S_tarson_C"        63       2       107;
      28         0  "Barrow"        21       281       2        52            "RINGIN"     419   "S_tarson_A"        61       1       108;
      29         1  "Rarrow"       234       516       3        53           "reveil5"     184   "S_tarson_D"        64       2        14;
      30         1  "Rarrow"       202       111       0        50               "nul"     589   "S_tarson_B"        62       1        16;
      31         1  "Larrow"       131       588       3        53       "telephone15"     112   "S_tarson_A"        61       1       143;
      32         0  "Barrow"        24       378       2        52            "Alarm2"     322   "S_tarson_D"        64       2       157;
      33         1  "Rarrow"       202       273       0        50               "nul"     427   "S_tarson_B"        62       1       183;
      34         1  "Larrow"       103       595       0        50               "nul"     105   "S_tarson_C"        63       2       178;
      35         1  "Rarrow"       202       571       0        50               "nul"     129   "S_tarson_B"        62       1        25;
      36         1  "Rarrow"       202       348       0        50               "nul"     352   "S_tarson_B"        62       1       151;
      37         0  "Barrow"        14       122       1        51       "telephone19"     578   "S_tarson_D"        64       2        54;
      38         1  "Larrow"       103       365       0        50               "nul"     335   "S_tarson_C"        63       2       123;
      39         0  "Barrow"         4       279       0        50               "nul"     421   "S_tarson_D"        64       2       172;
      40         0  "Barrow"         4       106       0        50               "nul"     594   "S_tarson_D"        64       2       119;
      41         1  "Rarrow"       204       475       0        50               "nul"     225   "S_tarson_D"        64       2       156;
      42         1  "Larrow"       103       240       0        50               "nul"     460   "S_tarson_C"        63       2       109;
      43         1  "Rarrow"       222       297       2        52           "reveil6"     403   "S_tarson_B"        62       1       134;
      44         1  "Rarrow"       204       423       0        50               "nul"     277   "S_tarson_D"        64       2        47;
      45         1  "Rarrow"       202       347       0        50               "nul"     353   "S_tarson_B"        62       1        33;
      46         1  "Rarrow"       224       362       2        52          "TELEPH01"     338   "S_tarson_D"        64       2       145;
      47         1  "Larrow"       101       508       0        50               "nul"     192   "S_tarson_A"        61       1        96;
      48         1  "Larrow"       101       395       0        50               "nul"     305   "S_tarson_A"        61       1        62;
      49         1  "Rarrow"       202       564       0        50               "nul"     136   "S_tarson_B"        62       1        16;
      50         1  "Larrow"       103       100       0        50               "nul"     600   "S_tarson_C"        63       2        81;
      51         0  "Barrow"        11       193       1        51            "Alarm6"     507   "S_tarson_A"        61       1       150;
      52         1  "Rarrow"       204       259       0        50               "nul"     441   "S_tarson_D"        64       2        92;
      53         0  "Barrow"         4       491       0        50               "nul"     209   "S_tarson_D"        64       2        90;
      54         1  "Rarrow"       204       148       0        50               "nul"     552   "S_tarson_D"        64       2       113;
      55         1  "Rarrow"       204       476       0        50               "nul"     224   "S_tarson_D"        64       2         8;
      56         1  "Larrow"       111        92       1        51       "telephone16"     608   "S_tarson_A"        61       1       190;
      57         1  "Rarrow"       214       115       1        51          "AlarmMix"     585   "S_tarson_D"        64       2       175;
      58         0  "Barrow"         4        69       0        50               "nul"     631   "S_tarson_D"        64       2        85;
      59         1  "Larrow"       103       279       0        50               "nul"     421   "S_tarson_C"        63       2        20;
      60         0  "Barrow"         1       278       0        50               "nul"     422   "S_tarson_A"        61       1        63;
      61         1  "Larrow"       121       319       2        52       "telephone20"     381   "S_tarson_A"        61       1       103;
      62         1  "Larrow"       113       160       1        51       "telephone13"     540   "S_tarson_C"        63       2        33;
      63         1  "Rarrow"       212       181       1        51            "ring20"     519   "S_tarson_B"        62       1         6;
      64         0  "Barrow"         1       427       0        50               "nul"     273   "S_tarson_A"        61       1       152;
      65         0  "Barrow"         3        94       0        50               "nul"     606   "S_tarson_C"        63       2        51;
      66         1  "Rarrow"       204       494       0        50               "nul"     206   "S_tarson_D"        64       2       111;
      67         1  "Rarrow"       202       210       0        50               "nul"     490   "S_tarson_B"        62       1       106;
      68         1  "Rarrow"       202       564       0        50               "nul"     136   "S_tarson_B"        62       1        87;
      69         0  "Barrow"         2       167       0        50               "nul"     533   "S_tarson_B"        62       1        26;
      70         1  "Larrow"       101       165       0        50               "nul"     535   "S_tarson_A"        61       1        77;
      71         0  "Barrow"         3       236       0        50               "nul"     464   "S_tarson_C"        63       2       104;
      72         1  "Larrow"       123       371       2        52             "ring9"     329   "S_tarson_C"        63       2       125;
};
