   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         1  "Rarrow"       234       567       3        53        "telephone5"     133   "S_tarson_D"        64       2       187;
       2         0  "Barrow"        31       616       3        53        "sonnette10"      84   "S_tarson_A"        61       1       155;
       3         0  "Barrow"        34       581       3        53           "reveil5"     119   "S_tarson_D"        64       2        65;
       4         0  "Barrow"         4       418       0        50               "nul"     282   "S_tarson_D"        64       2       191;
       5         0  "Barrow"         3       322       0        50               "nul"     378   "S_tarson_C"        63       2        40;
       6         1  "Larrow"       101       290       0        50               "nul"     410   "S_tarson_A"        61       1        16;
       7         0  "Barrow"        22       286       2        52           "reveil6"     414   "S_tarson_B"        62       1       174;
       8         1  "Rarrow"       204       105       0        50               "nul"     595   "S_tarson_D"        64       2        82;
       9         1  "Rarrow"       202       563       0        50               "nul"     137   "S_tarson_B"        62       1        64;
      10         1  "Larrow"       133       559       3        53       "PhoneRingIn"     141   "S_tarson_C"        63       2       192;
      11         1  "Larrow"       103       465       0        50               "nul"     235   "S_tarson_C"        63       2         8;
      12         1  "Rarrow"       214       132       1        51       "telephone13"     568   "S_tarson_D"        64       2        78;
      13         1  "Rarrow"       202       600       0        50               "nul"     100   "S_tarson_B"        62       1       120;
      14         1  "Rarrow"       232       530       3        53       "telephone15"     170   "S_tarson_B"        62       1        30;
      15         1  "Rarrow"       224       265       2        52             "ring9"     435   "S_tarson_D"        64       2        25;
      16         1  "Rarrow"       202       473       0        50               "nul"     227   "S_tarson_B"        62       1       198;
      17         1  "Larrow"       103       594       0        50               "nul"     106   "S_tarson_C"        63       2       183;
      18         1  "Larrow"       101       605       0        50               "nul"      95   "S_tarson_A"        61       1       175;
      19         1  "Larrow"       103       614       0        50               "nul"      86   "S_tarson_C"        63       2       131;
      20         1  "Rarrow"       204       113       0        50               "nul"     587   "S_tarson_D"        64       2        33;
      21         0  "Barrow"         3       440       0        50               "nul"     260   "S_tarson_C"        63       2        85;
      22         0  "Barrow"        23       432       2        52          "TELEPH01"     268   "S_tarson_C"        63       2        21;
      23         1  "Larrow"       101       248       0        50               "nul"     452   "S_tarson_A"        61       1       102;
      24         0  "Barrow"        12       219       1        51            "ring20"     481   "S_tarson_B"        62       1        44;
      25         1  "Rarrow"       204       411       0        50               "nul"     289   "S_tarson_D"        64       2       187;
      26         0  "Barrow"         2       225       0        50               "nul"     475   "S_tarson_B"        62       1       103;
      27         1  "Larrow"       103       357       0        50               "nul"     343   "S_tarson_C"        63       2       100;
      28         1  "Rarrow"       204       455       0        50               "nul"     245   "S_tarson_D"        64       2       190;
      29         0  "Barrow"         2       310       0        50               "nul"     390   "S_tarson_B"        62       1       108;
      30         1  "Rarrow"       204       285       0        50               "nul"     415   "S_tarson_D"        64       2       199;
      31         1  "Larrow"       113       187       1        51             "ring7"     513   "S_tarson_C"        63       2       117;
      32         0  "Barrow"        13       175       1        51          "AlarmMix"     525   "S_tarson_C"        63       2       135;
      33         1  "Rarrow"       204       497       0        50               "nul"     203   "S_tarson_D"        64       2        37;
      34         1  "Larrow"       101       120       0        50               "nul"     580   "S_tarson_A"        61       1       119;
      35         0  "Barrow"         2       556       0        50               "nul"     144   "S_tarson_B"        62       1       191;
      36         1  "Larrow"       123       346       2        52       "telephone18"     354   "S_tarson_C"        63       2       155;
      37         1  "Rarrow"       212       137       1        51       "telephone16"     563   "S_tarson_B"        62       1        79;
      38         1  "Larrow"       131       601       3        53           "reveil3"      99   "S_tarson_A"        61       1        71;
      39         1  "Rarrow"       202       448       0        50               "nul"     252   "S_tarson_B"        62       1        22;
      40         1  "Larrow"       101       548       0        50               "nul"     152   "S_tarson_A"        61       1        16;
      41         0  "Barrow"         1       298       0        50               "nul"     402   "S_tarson_A"        61       1       116;
      42         1  "Rarrow"       202       122       0        50               "nul"     578   "S_tarson_B"        62       1       165;
      43         0  "Barrow"         4       504       0        50               "nul"     196   "S_tarson_D"        64       2       128;
      44         1  "Larrow"       111       156       1        51            "ring10"     544   "S_tarson_A"        61       1        13;
      45         1  "Larrow"       121       372       2        52             "Alarm"     328   "S_tarson_A"        61       1       167;
      46         0  "Barrow"         3       174       0        50               "nul"     526   "S_tarson_C"        63       2        71;
      47         1  "Larrow"       103       160       0        50               "nul"     540   "S_tarson_C"        63       2        39;
      48         0  "Barrow"         4       184       0        50               "nul"     516   "S_tarson_D"        64       2       110;
      49         1  "Larrow"       103       344       0        50               "nul"     356   "S_tarson_C"        63       2        15;
      50         1  "Rarrow"       202       146       0        50               "nul"     554   "S_tarson_B"        62       1        62;
      51         1  "Rarrow"       202       437       0        50               "nul"     263   "S_tarson_B"        62       1       183;
      52         0  "Barrow"         1        96       0        50               "nul"     604   "S_tarson_A"        61       1        52;
      53         1  "Rarrow"       204       568       0        50               "nul"     132   "S_tarson_D"        64       2        27;
      54         1  "Larrow"       101       563       0        50               "nul"     137   "S_tarson_A"        61       1       141;
      55         1  "Rarrow"       204        74       0        50               "nul"     626   "S_tarson_D"        64       2        16;
      56         0  "Barrow"         2       268       0        50               "nul"     432   "S_tarson_B"        62       1       101;
