Subject: yc20
Blockt: 7

N	Cue	D1 	Dis	D2 	Tar	ER	SR	FA	MR	HIT	RT
1	0	317	1	383	2	1	1	0	1	1	713
2	0	89	0	611	3	2	2	0	1	1	471
3	0	630	2	70	2	1	1	0	1	1	451
4	2	272	0	428	4	2	2	0	1	1	371
5	2	402	0	298	4	2	2	0	1	1	617
6	0	560	0	140	2	1	1	0	1	1	720
7	0	191	0	509	2	1	1	0	1	1	832
8	2	625	0	75	4	2	2	0	1	1	923
9	0	261	0	439	1	1	1	0	1	1	1001
10	1	513	2	187	3	2	2	0	1	1	849
11	1	82	0	618	3	2	2	0	1	1	1361
12	0	270	1	430	1	1	1	0	1	1	1410
13	2	459	0	241	2	1	1	0	1	1	792
14	2	120	0	580	4	2	2	0	1	1	913
15	1	320	0	380	1	1	1	0	1	1	604
16	0	155	0	545	4	2	2	0	1	1	1003
17	0	93	0	607	1	1	1	0	1	1	775
18	0	571	0	129	1	1	1	0	1	1	1082
19	1	406	0	294	3	2	2	0	1	1	802
20	2	606	0	94	2	1	1	0	1	1	967
21	1	350	0	350	3	2	2	0	1	1	2141
22	0	470	0	230	2	1	1	0	1	1	545
23	2	67	0	633	4	2	2	0	1	1	485
24	1	295	0	405	3	2	2	0	1	1	545
25	1	627	0	73	1	1	1	0	1	1	364
26	0	155	0	545	3	2	2	0	1	1	599
27	1	376	0	324	3	2	2	0	1	1	586
28	0	448	2	252	3	2	2	0	1	1	520
29	0	435	2	265	4	2	2	0	1	1	595
30	0	639	0	61	3	2	2	0	1	1	711
31	0	239	0	461	4	2	2	0	1	1	510
32	0	154	0	546	2	1	1	0	1	1	866
33	2	392	0	308	2	1	1	0	1	1	1114
34	1	520	0	180	1	1	1	0	1	1	1435
35	0	397	0	303	4	2	2	0	1	1	653
36	2	269	1	431	2	1	1	0	1	1	673
37	1	306	0	394	1	1	1	0	1	1	844
38	0	194	0	506	1	1	1	0	1	1	933
39	2	417	2	283	4	2	2	0	1	1	789
40	0	147	1	553	3	2	2	0	1	1	1385
41	1	582	0	118	1	1	1	0	1	1	607
42	0	471	0	229	2	1	1	0	1	1	1185
43	1	372	2	328	1	1	1	0	1	1	1052
44	2	190	0	510	2	1	1	0	1	1	1099
45	0	394	0	306	4	2	2	0	1	1	915
46	0	560	0	140	3	2	2	0	1	1	1256
47	0	97	0	603	2	1	1	0	1	1	1087
48	2	633	2	67	2	1	1	0	1	1	1177
49	1	254	0	446	1	1	1	0	1	1	569
50	1	553	0	147	3	2	2	0	1	1	726
51	1	90	1	610	1	1	1	0	1	1	1381
52	2	645	0	55	4	2	2	0	1	1	1494
53	0	256	1	444	4	2	2	0	1	1	736
54	0	311	0	389	3	2	2	0	1	1	749
55	2	192	0	508	2	1	1	0	1	1	760
56	0	418	0	282	3	2	2	0	1	1	770
57	0	96	0	604	4	2	2	0	1	1	1128
58	1	297	1	403	3	2	2	0	1	1	1401
59	0	379	0	321	1	1	1	0	1	1	996
60	0	578	2	122	1	1	1	0	1	1	787
61	0	400	0	300	1	1	1	0	1	1	1168
62	2	60	1	640	4	2	2	0	1	1	715
63	0	412	0	288	4	2	2	0	1	1	814
64	2	217	0	483	2	1	1	0	1	1	1541

nb trial with correct rep:64
nb trial with no rep:0
nb trial with incorrect rep:0
dont nb trial with multip rep:0
dont nb trial with FA:0
Average RT:891
