Subject: maugi
Blockt: 3

N	Cue	D1 	Dis	D2 	Tar	ER	SR	FA	MR	HIT	RT
1	2	292	0	408	2	1	1	0	1	1	758
2	1	365	2	335	3	2	1	0	1	0	641
3	0	82	1	618	2	1	1	0	1	1	785
4	0	138	0	562	1	1	1	0	1	1	593
5	2	282	1	418	4	2	2	0	1	1	661
6	2	410	2	290	4	2	1	0	1	0	1193
7	0	408	0	292	3	2	1	0	1	0	1471
8	0	582	2	118	1	1	1	0	1	1	1897
9	0	470	0	230	2	1	1	0	1	1	1160
10	0	494	0	206	1	1	1	0	1	1	815
11	2	453	0	247	4	2	2	0	1	1	1778
12	1	478	0	222	1	1	1	0	1	1	1041
13	1	319	0	381	1	1	1	0	1	1	682
14	1	320	1	380	3	2	2	0	1	1	696
15	0	372	0	328	4	2	2	0	1	1	1324
16	0	470	2	230	3	2	2	0	1	1	719
17	0	432	0	268	3	2	2	0	1	1	554
18	0	397	2	303	2	1	1	0	1	1	692
19	0	211	1	489	4	2	2	0	1	1	876
20	0	109	0	591	4	2	1	0	1	0	1370
21	1	138	0	562	1	1	1	0	1	1	943
22	2	461	0	239	2	1	1	0	1	1	575
23	2	325	0	375	4	2	2	0	1	1	588
24	0	219	0	481	2	1	1	0	1	1	807
25	1	85	0	615	3	2	2	0	1	1	792
26	2	485	0	215	4	2	2	0	1	1	809
27	0	519	0	181	2	1	1	0	1	1	631
28	0	97	0	603	1	1	1	0	1	1	660
29	0	439	2	261	4	2	2	0	1	1	1177
30	2	372	2	328	2	1	1	0	1	1	1227
31	0	549	0	151	1	1	1	0	1	1	888
32	2	298	0	402	4	2	2	0	1	1	730
33	1	612	0	88	1	1	1	0	1	1	1204
34	0	198	0	502	3	2	2	0	1	1	849
35	0	346	0	354	1	1	2	0	1	0	1477
36	2	631	0	69	4	2	2	0	1	1	1316
37	1	610	2	90	1	1	2	0	1	0	1517
38	0	327	0	373	4	2	1	0	1	0	1624
39	0	111	0	589	2	1	1	0	1	1	779
40	0	641	0	59	2	1	1	0	2	0	1072
41	2	313	0	387	2	1	1	0	1	1	1359
42	2	294	1	406	2	1	1	0	1	1	982
43	0	436	0	264	3	2	2	0	1	1	1498
44	0	105	0	595	3	2	2	0	1	1	1122
45	1	500	0	200	1	1	1	0	1	1	546
46	1	209	0	491	3	2	2	0	1	1	904
47	0	584	0	116	1	1	1	0	1	1	1212
48	1	457	0	243	3	2	1	0	1	0	982
49	0	628	0	72	4	2	1	0	1	0	1417
50	2	477	0	223	2	1	1	0	1	1	1202
51	0	262	0	438	4	2	2	0	1	1	1019
52	2	380	0	320	2	1	1	0	1	1	751
53	0	323	1	377	1	1	1	0	1	1	998
54	0	341	0	359	2	1	1	0	1	1	926
55	1	249	0	451	3	2	2	0	1	1	602
56	1	425	0	275	3	2	2	0	1	1	713
57	0	198	0	502	3	2	2	0	1	1	618
58	0	537	0	163	4	2	2	0	1	1	962
59	2	307	0	393	2	1	1	0	1	1	610
60	1	523	0	177	3	2	2	0	1	1	797
61	1	59	1	641	1	1	1	0	1	1	1018
62	0	235	1	465	3	2	2	0	1	1	956
63	2	343	0	357	4	2	2	0	1	1	692
64	1	227	0	473	1	1	1	0	2	0	1030

nb trial with correct rep:53
nb trial with no rep:0
nb trial with incorrect rep:9
dont nb trial with multip rep:2
dont nb trial with FA:0
Average RT:914
