Subject: yc25
Blockt: 10

N	Cue	D1 	Dis	D2 	Tar	ER	SR	FA	MR	HIT	RT
1	1	171	0	529	3	2	2	0	1	1	341
2	2	77	0	623	2	1	1	0	1	1	310
3	2	586	0	114	4	2	2	0	1	1	352
4	1	240	1	460	1	1	2	0	1	0	319
5	2	486	2	214	2	1	1	0	1	1	430
6	0	544	0	156	3	2	2	0	1	1	310
7	1	103	0	597	3	2	2	0	1	1	429
8	2	557	0	143	2	1	1	0	1	1	323
9	0	318	0	382	3	2	2	0	1	1	338
10	0	597	0	103	1	1	1	0	1	1	362
11	0	610	2	90	3	2	2	0	1	1	376
12	0	267	1	433	2	1	1	0	2	0	314
13	0	436	0	264	4	2	2	0	1	1	452
14	0	241	0	459	1	1	1	0	1	1	339
15	0	645	0	55	2	1	1	0	1	1	480
16	2	292	0	408	2	1	1	0	1	1	328
17	0	221	1	479	1	1	1	0	1	1	367
18	0	488	0	212	1	1	1	0	1	1	377
19	0	190	0	510	2	1	1	0	1	1	390
20	0	430	2	270	4	2	2	0	1	1	316
21	0	83	1	617	4	2	2	0	1	1	328
22	0	124	0	576	4	2	2	0	1	1	267
23	1	280	0	420	1	1	1	0	1	1	307
24	2	273	0	427	4	2	2	0	1	1	269
25	1	584	0	116	1	1	1	0	1	1	321
26	0	326	0	374	1	1	1	0	1	1	342
27	0	576	2	124	1	1	1	0	1	1	392
28	1	65	1	635	3	2	2	0	1	1	277
29	1	370	0	330	3	2	2	0	1	1	356
30	2	150	0	550	4	2	2	0	1	1	391
31	2	517	0	183	2	1	1	0	1	1	438
32	0	600	0	100	4	2	2	0	1	1	305
33	1	306	0	394	3	2	2	0	1	1	459
34	0	267	0	433	4	2	2	0	1	1	308
35	0	340	1	360	3	2	2	0	1	1	315
36	1	554	2	146	3	2	2	0	1	1	326
37	2	419	0	281	4	2	2	0	1	1	346
38	0	507	2	193	2	1	1	0	1	1	308
39	0	72	0	628	3	2	2	0	1	1	321
40	0	618	0	82	3	2	2	0	1	1	374
41	1	525	0	175	3	2	2	0	1	1	303
42	0	647	0	53	4	2	2	0	1	1	425
43	0	300	0	400	2	1	1	0	1	1	386
44	2	277	0	423	2	1	1	0	1	1	323
45	1	379	2	321	1	1	1	0	1	1	418
46	1	277	0	423	1	1	1	0	1	1	402
47	0	497	0	203	2	1	1	0	1	1	411
48	2	309	1	391	2	1	1	0	1	1	357
49	0	566	0	134	2	1	1	0	1	1	360
50	0	323	0	377	4	2	2	0	1	1	287
51	2	449	2	251	4	2	2	0	1	1	335
52	0	100	0	600	2	1	1	0	1	1	324
53	2	56	0	644	4	2	2	0	1	1	275
54	1	179	0	521	1	1	1	0	1	1	345
55	2	85	1	615	4	2	2	0	1	1	412
56	2	380	0	320	2	1	1	0	1	1	361
57	0	461	0	239	3	2	2	0	1	1	252
58	0	217	0	483	1	1	1	0	1	1	333
59	0	630	0	70	1	1	1	0	1	1	367
60	0	294	0	406	3	2	2	0	1	1	263
61	2	406	0	294	4	2	2	0	1	1	333
62	1	486	0	214	1	1	1	0	1	1	323
63	1	443	0	257	3	2	2	0	1	1	267
64	1	357	0	343	1	1	1	0	1	1	340

nb trial with correct rep:62
nb trial with no rep:0
nb trial with incorrect rep:1
dont nb trial with multip rep:1
dont nb trial with FA:0
Average RT:347
