Subject: yc21
Blockt: 9

N	Cue	D1 	Dis	D2 	Tar	ER	SR	FA	MR	HIT	RT
1	2	618	0	82	4	2	2	0	1	1	624
2	2	546	2	154	2	1	1	0	1	1	842
3	0	287	1	413	2	1	1	0	1	1	526
4	2	375	0	325	4	2	2	0	1	1	696
5	0	617	2	83	2	1	1	0	1	1	682
6	0	554	0	146	4	2	2	0	1	1	610
7	0	318	1	382	3	2	2	0	1	1	614
8	1	451	0	249	3	2	2	0	1	1	750
9	0	236	0	464	3	2	2	0	1	1	840
10	0	594	0	106	2	1	1	0	1	1	568
11	1	153	0	547	1	1	1	0	1	1	849
12	0	121	0	579	1	1	1	0	1	1	619
13	0	614	0	86	3	2	2	0	1	1	603
14	0	242	0	458	1	1	1	0	1	1	1019
15	0	449	0	251	3	2	2	0	1	1	612
16	2	261	1	439	4	2	2	0	1	1	579
17	0	345	1	355	4	2	2	0	1	1	467
18	2	406	0	294	2	1	1	0	1	1	437
19	0	105	0	595	4	2	2	0	1	1	467
20	1	413	0	287	1	1	1	0	1	1	552
21	0	390	2	310	4	2	2	0	1	1	1199
22	1	622	0	78	3	2	2	0	1	1	719
23	1	637	2	63	1	1	1	0	1	1	640
24	1	240	0	460	3	2	2	0	1	1	980
25	0	196	0	504	2	1	1	0	1	1	815
26	1	110	1	590	1	1	1	0	1	1	523
27	1	551	0	149	1	1	1	0	1	1	559
28	1	68	0	632	3	2	2	0	1	1	481
29	2	216	0	484	4	2	2	0	1	1	964
30	0	551	0	149	4	2	2	0	1	1	601
31	1	436	0	264	1	1	1	0	1	1	447
32	2	361	0	339	2	1	1	0	1	1	434
33	0	462	0	238	2	1	1	0	1	1	473
34	1	93	1	607	3	2	2	0	1	1	614
35	1	102	0	598	1	1	1	0	1	1	1019
36	2	57	0	643	4	2	2	0	1	1	626
37	0	117	0	583	4	2	2	0	1	1	405
38	1	461	0	239	3	2	2	0	1	1	718
39	2	527	0	173	4	2	2	0	1	1	425
40	2	192	0	508	2	1	1	0	1	1	563
41	0	284	0	416	1	1	1	0	1	1	559
42	0	281	0	419	2	1	1	0	1	1	671
43	0	412	0	288	3	2	2	0	1	1	528
44	0	383	0	317	1	1	1	0	1	1	749
45	0	172	0	528	4	2	2	0	1	1	927
46	0	258	0	442	3	2	2	0	1	1	620
47	0	460	2	240	3	2	2	0	1	1	591
48	0	300	0	400	3	2	2	0	1	1	500
49	0	524	0	176	1	1	1	0	1	1	651
50	1	192	0	508	3	2	2	0	1	1	469
51	2	58	0	642	4	2	2	0	1	1	493
52	2	349	0	351	2	1	1	0	1	1	726
53	2	372	0	328	2	1	1	0	1	1	643
54	0	358	0	342	2	1	1	0	1	1	522
55	0	378	0	322	1	1	1	0	1	1	441
56	2	368	2	332	4	2	2	0	1	1	1093
57	0	290	1	410	1	1	1	0	1	1	528
58	2	225	0	475	2	1	1	0	1	1	666
59	1	646	2	54	3	2	2	0	1	1	1353
60	0	406	2	294	1	1	1	0	1	1	660
61	0	252	0	448	2	1	1	0	1	1	748
62	1	195	0	505	1	1	1	0	1	1	603
63	0	510	0	190	4	2	2	0	1	1	560
64	2	291	1	409	2	1	1	0	1	1	652

nb trial with correct rep:64
nb trial with no rep:0
nb trial with incorrect rep:0
dont nb trial with multip rep:0
dont nb trial with FA:0
Average RT:658
