Subject: colcl
Blockt: 2

N	Cue	D1 	Dis	D2 	Tar	ER	SR	FA	MR	HIT	RT
1	1	73	0	627	3	2	2	0	1	1	714
2	1	629	0	71	1	1	1	0	1	1	581
3	0	576	0	124	1	1	1	0	1	1	1214
4	0	429	2	271	4	2	0	0	0	0	0
5	0	444	0	256	4	2	0	0	0	0	0
6	0	547	2	153	1	1	1	0	1	1	916
7	2	323	0	377	4	2	0	0	0	0	0
8	0	233	1	467	1	1	1	0	1	1	662
9	0	478	0	222	1	1	1	0	1	1	901
10	0	520	0	180	3	2	2	0	1	1	794
11	1	437	2	263	3	2	2	0	1	1	831
12	2	291	1	409	4	2	0	0	0	0	0
13	2	402	0	298	2	1	0	0	0	0	0
14	0	139	0	561	4	2	0	0	0	0	0
15	0	303	0	397	3	2	2	0	1	1	1079
16	1	153	0	547	1	1	1	0	1	1	813
17	0	632	2	68	2	1	0	0	0	0	0
18	2	110	1	590	2	1	0	0	0	0	0
19	1	212	0	488	3	2	2	0	1	1	864
20	1	451	0	249	3	2	2	0	1	1	989
21	0	463	0	237	3	2	2	0	1	1	975
22	0	198	0	502	2	1	0	0	0	0	0
23	2	95	0	605	2	1	0	0	0	0	0
24	0	119	1	581	2	1	0	0	0	0	0
25	0	343	0	357	3	2	2	0	1	1	1019
26	0	267	0	433	1	1	1	0	1	1	875
27	2	466	0	234	4	2	0	0	0	0	0
28	0	77	0	623	4	2	0	0	0	0	0
29	2	442	0	258	4	2	0	0	0	0	0
30	0	484	0	216	4	2	0	0	0	0	0
31	2	562	0	138	4	2	0	0	0	0	0
32	1	61	1	639	3	2	0	0	0	0	0
33	1	384	0	316	3	2	2	0	1	1	868
34	0	189	1	511	4	2	0	0	0	0	0
35	2	563	0	137	2	1	0	0	0	0	0
36	2	231	0	469	4	2	0	0	0	0	0
37	0	296	0	404	4	2	0	0	0	0	0
