Subject: fc3
Blockt: 3

N	Cue	D1 	Dis	D2 	Tar	ER	SR	FA	MR	HIT	RT
1	2	292	0	408	2	1	2	0	1	0	863
2	1	365	2	335	3	2	2	0	1	1	1265
3	0	82	1	618	2	1	1	0	1	1	837
4	0	138	0	562	1	1	1	0	1	1	545
5	2	282	1	418	4	2	2	0	1	1	577
6	2	410	2	290	4	2	2	0	1	1	459
7	0	408	0	292	3	2	2	0	1	1	525
8	0	582	2	118	1	1	1	0	1	1	540
9	0	470	0	230	2	1	1	0	1	1	702
10	0	494	0	206	1	1	1	0	1	1	592
11	2	453	0	247	4	2	1	0	2	0	702
12	1	478	0	222	1	1	1	0	1	1	686
13	1	319	0	381	1	1	1	0	1	1	1261
14	1	320	1	380	3	2	2	0	1	1	671
15	0	372	0	328	4	2	2	0	1	1	943
16	0	470	2	230	3	2	2	0	1	1	486
17	0	432	0	268	3	2	2	0	1	1	583
18	0	397	2	303	2	1	1	0	1	1	549
19	0	211	1	489	4	2	1	0	1	0	1781
20	0	109	0	591	4	2	2	0	1	1	742
21	1	138	0	562	1	1	1	0	1	1	491
22	2	461	0	239	2	1	1	0	1	1	624
23	2	325	0	375	4	2	2	0	1	1	749
24	0	219	0	481	2	1	1	0	1	1	675
25	1	85	0	615	3	2	1	0	1	0	2081
26	2	485	0	215	4	2	0	0	0	0	0
27	0	519	0	181	2	1	1	0	1	1	722
28	0	97	0	603	1	1	1	0	1	1	740
29	0	439	2	261	4	2	2	0	1	1	753
30	2	372	2	328	2	1	1	0	1	1	507
31	0	549	0	151	1	1	1	0	1	1	985
32	2	298	0	402	4	2	2	0	1	1	488
33	1	612	0	88	1	1	1	0	1	1	1089
34	0	198	0	502	3	2	2	0	1	1	612
35	0	346	0	354	1	1	1	0	1	1	637
36	2	631	0	69	4	2	1	0	1	0	1347
37	1	610	2	90	1	1	1	0	1	1	967
38	0	327	0	373	4	2	2	0	1	1	360
39	0	111	0	589	2	1	1	0	1	1	870
40	0	641	0	59	2	1	1	0	1	1	1632
41	2	313	0	387	2	1	1	0	1	1	737
42	2	294	1	406	2	1	1	0	1	1	555
43	0	436	0	264	3	2	2	0	1	1	622
44	0	105	0	595	3	2	1	0	1	0	853
45	1	500	0	200	1	1	1	0	1	1	875
46	1	209	0	491	3	2	2	0	1	1	568
47	0	584	0	116	1	1	1	0	1	1	732
48	1	457	0	243	3	2	2	0	1	1	1014
49	0	628	0	72	4	2	2	0	1	1	955
50	2	477	0	223	2	1	1	0	1	1	988
51	0	262	0	438	4	2	2	0	1	1	0
52	2	380	0	320	2	1	1	0	1	1	865
53	0	323	1	377	1	1	1	0	1	1	611
54	0	341	0	359	2	1	1	0	1	1	599
55	1	249	0	451	3	2	1	0	1	0	1384
56	1	425	0	275	3	2	1	0	1	0	619
57	0	198	0	502	3	2	1	0	1	0	744
58	0	537	0	163	4	2	2	0	1	1	946
59	2	307	0	393	2	1	1	0	1	1	737
60	1	523	0	177	3	2	2	0	1	1	1174
61	1	59	1	641	1	1	1	0	1	1	847
62	0	235	1	465	3	2	1	0	1	0	1536
63	2	343	0	357	4	2	2	0	1	1	1073
64	1	227	0	473	1	1	2	0	1	0	683

nb trial with correct rep:52
nb trial with no rep:1
nb trial with incorrect rep:10
dont nb trial with multip rep:1
dont nb trial with FA:0
Average RT:745
