sub,eye,bin,bin_fac,window,perc_corr,med_rt,binsize
sub001,closed,b5,bal_ip_i,cue1000to1500,0.854166666666667,0.567083333333333,48
sub001,open,b1,vis,stim1000pre,0.892857142857143,0.53375,56
sub001,open,b2,vis,stim1000pre,0.857142857142857,0.569166666666667,56
sub001,open,b3,vis,stim1000pre,0.946428571428571,0.58125,56
sub001,open,b4,vis,stim1000pre,0.946428571428571,0.55125,56
sub001,open,b5,vis,stim1000pre,0.928571428571429,0.5425,56
sub001,open,b1,lat,stim1000pre,0.875,0.591666666666667,56
sub001,open,b2,lat,stim1000pre,0.875,0.560833333333333,56
sub001,open,b3,lat,stim1000pre,0.928571428571429,0.51375,56
sub001,open,b4,lat,stim1000pre,0.946428571428571,0.558333333333333,56
sub001,open,b5,lat,stim1000pre,0.946428571428571,0.570833333333333,56
sub001,open,b1,bal_ip_v,stim1000pre,1,0.560833333333333,56
sub001,open,b2,bal_ip_v,stim1000pre,0.928571428571429,0.546666666666667,56
sub001,open,b3,bal_ip_v,stim1000pre,0.946428571428571,0.577083333333333,56
sub001,open,b4,bal_ip_v,stim1000pre,0.839285714285714,0.525833333333333,56
sub001,open,b5,bal_ip_v,stim1000pre,0.857142857142857,0.546666666666667,56
sub001,open,b1,bal_ip_i,stim1000pre,0.964285714285714,0.569166666666667,56
sub001,open,b2,bal_ip_i,stim1000pre,0.946428571428571,0.548333333333333,56
sub001,open,b3,bal_ip_i,stim1000pre,0.910714285714286,0.5475,56
sub001,open,b4,bal_ip_i,stim1000pre,0.910714285714286,0.590833333333333,56
sub001,open,b5,bal_ip_i,stim1000pre,0.839285714285714,0.549166666666667,56
sub001,closed,b1,vis,stim1000pre,0.833333333333333,0.5875,48
sub001,closed,b2,vis,stim1000pre,0.895833333333333,0.634166666666667,48
sub001,closed,b3,vis,stim1000pre,0.791666666666667,0.568333333333333,48
sub001,closed,b4,vis,stim1000pre,0.916666666666667,0.555833333333333,48
sub001,closed,b5,vis,stim1000pre,0.916666666666667,0.592083333333333,48
sub001,closed,b1,lat,stim1000pre,0.875,0.61875,48
sub001,closed,b2,lat,stim1000pre,0.854166666666667,0.575,48
sub001,closed,b3,lat,stim1000pre,0.916666666666667,0.540833333333333,48
sub001,closed,b4,lat,stim1000pre,0.833333333333333,0.561666666666667,48
sub001,closed,b5,lat,stim1000pre,0.875,0.66875,48
sub001,closed,b1,bal_ip_v,stim1000pre,0.770833333333333,0.6025,48
sub001,closed,b2,bal_ip_v,stim1000pre,0.9375,0.569166666666667,48
sub001,closed,b3,bal_ip_v,stim1000pre,0.875,0.614166666666667,48
sub001,closed,b4,bal_ip_v,stim1000pre,0.958333333333333,0.574166666666667,48
sub001,closed,b5,bal_ip_v,stim1000pre,0.8125,0.563333333333333,48
sub001,closed,b1,bal_ip_i,stim1000pre,0.854166666666667,0.625,48
sub001,closed,b2,bal_ip_i,stim1000pre,0.8125,0.5825,48
sub001,closed,b3,bal_ip_i,stim1000pre,0.9375,0.5425,48
sub001,closed,b4,bal_ip_i,stim1000pre,0.916666666666667,0.5725,48
sub001,closed,b5,bal_ip_i,stim1000pre,0.833333333333333,0.607916666666667,48
sub001,open,b1,vis,stim500pre,0.892857142857143,0.560833333333333,56
sub001,open,b2,vis,stim500pre,0.964285714285714,0.555,56
sub001,open,b3,vis,stim500pre,0.857142857142857,0.550833333333333,56
sub001,open,b4,vis,stim500pre,0.910714285714286,0.604166666666667,56
sub001,open,b5,vis,stim500pre,0.946428571428571,0.513333333333333,56
sub001,open,b1,lat,stim500pre,0.875,0.5725,56
sub001,open,b2,lat,stim500pre,0.946428571428571,0.585,56
sub001,open,b3,lat,stim500pre,0.928571428571429,0.565,56
sub001,open,b4,lat,stim500pre,0.946428571428571,0.557916666666667,56
sub001,open,b5,lat,stim500pre,0.875,0.552083333333333,56
sub001,open,b1,bal_ip_v,stim500pre,0.910714285714286,0.542083333333333,56
sub001,open,b2,bal_ip_v,stim500pre,0.946428571428571,0.546666666666667,56
sub001,open,b3,bal_ip_v,stim500pre,0.910714285714286,0.551666666666667,56
sub001,open,b4,bal_ip_v,stim500pre,0.928571428571429,0.604166666666667,56
sub001,open,b5,bal_ip_v,stim500pre,0.875,0.553333333333333,56
sub001,open,b1,bal_ip_i,stim500pre,0.928571428571429,0.545833333333333,56
sub001,open,b2,bal_ip_i,stim500pre,0.875,0.5925,56
sub001,open,b3,bal_ip_i,stim500pre,0.964285714285714,0.5225,56
sub001,open,b4,bal_ip_i,stim500pre,0.928571428571429,0.550833333333333,56
sub001,open,b5,bal_ip_i,stim500pre,0.875,0.68125,56
sub001,closed,b1,vis,stim500pre,0.8125,0.554583333333333,48
sub001,closed,b2,vis,stim500pre,0.875,0.589583333333333,48
sub001,closed,b3,vis,stim500pre,0.895833333333333,0.5775,48
sub001,closed,b4,vis,stim500pre,0.8125,0.630416666666667,48
sub001,closed,b5,vis,stim500pre,0.958333333333333,0.575833333333333,48
sub001,closed,b1,lat,stim500pre,0.854166666666667,0.6025,48
sub001,closed,b2,lat,stim500pre,0.895833333333333,0.5725,48
sub001,closed,b3,lat,stim500pre,0.875,0.583333333333333,48
sub001,closed,b4,lat,stim500pre,0.875,0.582916666666667,48
sub001,closed,b5,lat,stim500pre,0.854166666666667,0.599166666666667,48
sub001,closed,b1,bal_ip_v,stim500pre,0.8125,0.6475,48
sub001,closed,b2,bal_ip_v,stim500pre,0.9375,0.571666666666667,48
sub001,closed,b3,bal_ip_v,stim500pre,0.9375,0.565,48
sub001,closed,b4,bal_ip_v,stim500pre,0.833333333333333,0.57625,48
sub001,closed,b5,bal_ip_v,stim500pre,0.833333333333333,0.6025,48
sub001,closed,b1,bal_ip_i,stim500pre,0.854166666666667,0.619583333333333,48
sub001,closed,b2,bal_ip_i,stim500pre,0.895833333333333,0.57125,48
sub001,closed,b3,bal_ip_i,stim500pre,0.875,0.589166666666667,48
sub001,closed,b4,bal_ip_i,stim500pre,0.895833333333333,0.550416666666667,48
sub001,closed,b5,bal_ip_i,stim500pre,0.833333333333333,0.615416666666667,48
sub002,open,b1,vis,cue0t1000,0.857142857142857,0.512083333333333,56
sub002,open,b2,vis,cue0t1000,0.946428571428571,0.49125,56
sub002,open,b3,vis,cue0t1000,0.767857142857143,0.54375,56
sub002,open,b4,vis,cue0t1000,0.910714285714286,0.507916666666667,56
sub002,open,b5,vis,cue0t1000,0.803571428571429,0.55375,56
sub002,open,b1,lat,cue0t1000,0.910714285714286,0.507916666666667,56
sub002,open,b2,lat,cue0t1000,0.803571428571429,0.50375,56
sub002,open,b3,lat,cue0t1000,0.892857142857143,0.541666666666667,56
sub002,open,b4,lat,cue0t1000,0.803571428571429,0.515833333333333,56
sub002,open,b5,lat,cue0t1000,0.857142857142857,0.53625,56
sub002,open,b1,bal_ip_v,cue0t1000,0.892857142857143,0.54875,56
sub002,open,b2,bal_ip_v,cue0t1000,0.875,0.5175,56
sub002,open,b3,bal_ip_v,cue0t1000,0.714285714285714,0.517083333333333,56
sub002,open,b4,bal_ip_v,cue0t1000,0.892857142857143,0.508333333333333,56
sub002,open,b5,bal_ip_v,cue0t1000,0.892857142857143,0.49125,56
sub002,open,b1,bal_ip_i,cue0t1000,0.839285714285714,0.52375,56
sub002,open,b2,bal_ip_i,cue0t1000,0.839285714285714,0.546666666666667,56
sub002,open,b3,bal_ip_i,cue0t1000,0.857142857142857,0.500416666666667,56
sub002,open,b4,bal_ip_i,cue0t1000,0.839285714285714,0.512916666666667,56
sub002,open,b5,bal_ip_i,cue0t1000,0.892857142857143,0.507916666666667,56
sub002,closed,b1,vis,cue0t1000,0.76271186440678,0.629583333333333,59
sub002,closed,b2,vis,cue0t1000,0.677966101694915,0.638333333333333,59
sub002,closed,b3,vis,cue0t1000,0.610169491525424,0.605,59
sub002,closed,b4,vis,cue0t1000,0.627118644067797,0.570416666666667,59
sub002,closed,b5,vis,cue0t1000,0.593220338983051,0.615833333333333,59
sub002,closed,b1,lat,cue0t1000,0.694915254237288,0.69125,59
sub002,closed,b2,lat,cue0t1000,0.644067796610169,0.610833333333333,59
sub002,closed,b3,lat,cue0t1000,0.661016949152542,0.570833333333333,59
sub002,closed,b4,lat,cue0t1000,0.593220338983051,0.585833333333333,59
sub002,closed,b5,lat,cue0t1000,0.677966101694915,0.63375,59
sub002,closed,b1,bal_ip_v,cue0t1000,0.576271186440678,0.609166666666667,59
sub002,closed,b2,bal_ip_v,cue0t1000,0.576271186440678,0.625,59
sub002,closed,b3,bal_ip_v,cue0t1000,0.694915254237288,0.610833333333333,59
sub002,closed,b4,bal_ip_v,cue0t1000,0.677966101694915,0.63375,59
sub002,closed,b5,bal_ip_v,cue0t1000,0.711864406779661,0.67625,59
sub002,closed,b1,bal_ip_i,cue0t1000,0.593220338983051,0.617083333333333,59
sub002,closed,b2,bal_ip_i,cue0t1000,0.661016949152542,0.585833333333333,59
sub002,closed,b3,bal_ip_i,cue0t1000,0.593220338983051,0.621666666666667,59
sub002,closed,b4,bal_ip_i,cue0t1000,0.694915254237288,0.612083333333333,59
sub002,closed,b5,bal_ip_i,cue0t1000,0.711864406779661,0.695833333333333,59
sub002,open,b1,vis,cue500to1500,0.857142857142857,0.548333333333333,56
sub002,open,b2,vis,cue500to1500,0.875,0.5275,56
sub002,open,b3,vis,cue500to1500,0.839285714285714,0.48875,56
sub002,open,b4,vis,cue500to1500,0.875,0.541666666666667,56
sub002,open,b5,vis,cue500to1500,0.821428571428571,0.48875,56
sub002,open,b1,lat,cue500to1500,0.803571428571429,0.50875,56
sub002,open,b2,lat,cue500to1500,0.928571428571429,0.53875,56
sub002,open,b3,lat,cue500to1500,0.875,0.5125,56
sub002,open,b4,lat,cue500to1500,0.821428571428571,0.541666666666667,56
sub002,open,b5,lat,cue500to1500,0.857142857142857,0.48625,56
sub002,open,b1,bal_ip_v,cue500to1500,0.875,0.500833333333333,56
sub002,open,b2,bal_ip_v,cue500to1500,0.803571428571429,0.543333333333333,56
sub002,open,b3,bal_ip_v,cue500to1500,0.875,0.54375,56
sub002,open,b4,bal_ip_v,cue500to1500,0.857142857142857,0.52125,56
sub002,open,b5,bal_ip_v,cue500to1500,0.857142857142857,0.504166666666667,56
sub002,open,b1,bal_ip_i,cue500to1500,0.892857142857143,0.489166666666667,56
sub002,open,b2,bal_ip_i,cue500to1500,0.839285714285714,0.531666666666667,56
sub002,open,b3,bal_ip_i,cue500to1500,0.767857142857143,0.525,56
sub002,open,b4,bal_ip_i,cue500to1500,0.946428571428571,0.539583333333333,56
sub002,open,b5,bal_ip_i,cue500to1500,0.821428571428571,0.515833333333333,56
sub002,closed,b1,vis,cue500to1500,0.76271186440678,0.63625,59
sub002,closed,b2,vis,cue500to1500,0.525423728813559,0.642916666666667,59
sub002,closed,b3,vis,cue500to1500,0.694915254237288,0.63625,59
sub002,closed,b4,vis,cue500to1500,0.593220338983051,0.604166666666667,59
sub002,closed,b5,vis,cue500to1500,0.677966101694915,0.5975,59
sub002,closed,b1,lat,cue500to1500,0.661016949152542,0.686666666666667,59
sub002,closed,b2,lat,cue500to1500,0.661016949152542,0.638333333333333,59
sub002,closed,b3,lat,cue500to1500,0.677966101694915,0.656666666666667,59
sub002,closed,b4,lat,cue500to1500,0.694915254237288,0.5775,59
sub002,closed,b5,lat,cue500to1500,0.542372881355932,0.610833333333333,59
sub002,closed,b1,bal_ip_v,cue500to1500,0.508474576271186,0.66875,59
sub002,closed,b2,bal_ip_v,cue500to1500,0.610169491525424,0.610833333333333,59
sub002,closed,b3,bal_ip_v,cue500to1500,0.779661016949153,0.591666666666667,59
sub002,closed,b4,bal_ip_v,cue500to1500,0.76271186440678,0.664166666666667,59
sub002,closed,b5,bal_ip_v,cue500to1500,0.593220338983051,0.64875,59
sub002,closed,b1,bal_ip_i,cue500to1500,0.525423728813559,0.626666666666667,59
sub002,closed,b2,bal_ip_i,cue500to1500,0.644067796610169,0.586666666666667,59
sub002,closed,b3,bal_ip_i,cue500to1500,0.677966101694915,0.5775,59
sub002,closed,b4,bal_ip_i,cue500to1500,0.745762711864407,0.66,59
sub002,closed,b5,bal_ip_i,cue500to1500,0.644067796610169,0.6925,59
sub002,open,b1,vis,cue1000to1500,0.892857142857143,0.50375,56
sub002,open,b2,vis,cue1000to1500,0.857142857142857,0.519583333333333,56
sub002,open,b3,vis,cue1000to1500,0.821428571428571,0.522916666666667,56
sub002,open,b4,vis,cue1000to1500,0.892857142857143,0.52125,56
sub002,open,b5,vis,cue1000to1500,0.803571428571429,0.529166666666667,56
sub002,open,b1,lat,cue1000to1500,0.785714285714286,0.50875,56
sub002,open,b2,lat,cue1000to1500,0.821428571428571,0.566666666666667,56
sub002,open,b3,lat,cue1000to1500,0.892857142857143,0.517083333333333,56
sub002,open,b4,lat,cue1000to1500,0.910714285714286,0.50875,56
sub002,open,b5,lat,cue1000to1500,0.857142857142857,0.496666666666667,56
sub002,open,b1,bal_ip_v,cue1000to1500,0.928571428571429,0.4975,56
sub002,open,b2,bal_ip_v,cue1000to1500,0.839285714285714,0.53,56
sub002,open,b3,bal_ip_v,cue1000to1500,0.75,0.57,56
sub002,open,b4,bal_ip_v,cue1000to1500,0.928571428571429,0.512083333333333,56
sub002,open,b5,bal_ip_v,cue1000to1500,0.857142857142857,0.499583333333333,56
sub002,open,b1,bal_ip_i,cue1000to1500,0.892857142857143,0.4975,56
sub002,open,b2,bal_ip_i,cue1000to1500,0.910714285714286,0.510833333333333,56
sub002,open,b3,bal_ip_i,cue1000to1500,0.821428571428571,0.51625,56
sub002,open,b4,bal_ip_i,cue1000to1500,0.767857142857143,0.565416666666667,56
sub002,open,b5,bal_ip_i,cue1000to1500,0.875,0.492083333333333,56
sub002,closed,b1,vis,cue1000to1500,0.76271186440678,0.6075,59
sub002,closed,b2,vis,cue1000to1500,0.627118644067797,0.650833333333333,59
sub002,closed,b3,vis,cue1000to1500,0.593220338983051,0.611666666666667,59
sub002,closed,b4,vis,cue1000to1500,0.593220338983051,0.599166666666667,59
sub002,closed,b5,vis,cue1000to1500,0.661016949152542,0.613333333333333,59
sub002,closed,b1,lat,cue1000to1500,0.644067796610169,0.6075,59
sub002,closed,b2,lat,cue1000to1500,0.661016949152542,0.622083333333333,59
sub002,closed,b3,lat,cue1000to1500,0.779661016949153,0.583333333333333,59
sub002,closed,b4,lat,cue1000to1500,0.542372881355932,0.627916666666667,59
sub002,closed,b5,lat,cue1000to1500,0.627118644067797,0.675833333333333,59
sub002,closed,b1,bal_ip_v,cue1000to1500,0.644067796610169,0.613333333333333,59
sub002,closed,b2,bal_ip_v,cue1000to1500,0.661016949152542,0.622916666666667,59
sub002,closed,b3,bal_ip_v,cue1000to1500,0.677966101694915,0.645833333333333,59
sub002,closed,b4,bal_ip_v,cue1000to1500,0.661016949152542,0.677083333333333,59
sub002,closed,b5,bal_ip_v,cue1000to1500,0.610169491525424,0.604166666666667,59
sub002,closed,b1,bal_ip_i,cue1000to1500,0.627118644067797,0.635,59
sub002,closed,b2,bal_ip_i,cue1000to1500,0.661016949152542,0.6425,59
sub002,closed,b3,bal_ip_i,cue1000to1500,0.661016949152542,0.593333333333333,59
sub002,closed,b4,bal_ip_i,cue1000to1500,0.644067796610169,0.614166666666667,59
sub002,closed,b5,bal_ip_i,cue1000to1500,0.661016949152542,0.610833333333333,59
sub002,open,b1,vis,stim1000pre,0.875,0.505,56
sub002,open,b2,vis,stim1000pre,0.875,0.52375,56
sub002,open,b3,vis,stim1000pre,0.821428571428571,0.5125,56
sub002,open,b4,vis,stim1000pre,0.857142857142857,0.552083333333333,56
sub002,open,b5,vis,stim1000pre,0.839285714285714,0.499583333333333,56
sub002,open,b1,lat,stim1000pre,0.839285714285714,0.515,56
sub002,open,b2,lat,stim1000pre,0.910714285714286,0.527916666666667,56
sub002,open,b3,lat,stim1000pre,0.839285714285714,0.525833333333333,56
sub002,open,b4,lat,stim1000pre,0.785714285714286,0.55,56
sub002,open,b5,lat,stim1000pre,0.892857142857143,0.46375,56
sub002,open,b1,bal_ip_v,stim1000pre,0.857142857142857,0.493333333333333,56
sub002,open,b2,bal_ip_v,stim1000pre,0.875,0.524166666666667,56
sub002,open,b3,bal_ip_v,stim1000pre,0.839285714285714,0.510833333333333,56
sub002,open,b4,bal_ip_v,stim1000pre,0.839285714285714,0.550833333333333,56
sub002,open,b5,bal_ip_v,stim1000pre,0.875,0.499583333333333,56
sub002,open,b1,bal_ip_i,stim1000pre,0.857142857142857,0.47875,56
sub002,open,b2,bal_ip_i,stim1000pre,0.875,0.50875,56
sub002,open,b3,bal_ip_i,stim1000pre,0.803571428571429,0.55,56
sub002,open,b4,bal_ip_i,stim1000pre,0.892857142857143,0.525416666666667,56
sub002,open,b5,bal_ip_i,stim1000pre,0.839285714285714,0.520416666666667,56
sub002,closed,b1,vis,stim1000pre,0.644067796610169,0.61375,59
sub002,closed,b2,vis,stim1000pre,0.627118644067797,0.676666666666667,59
sub002,closed,b3,vis,stim1000pre,0.593220338983051,0.63375,59
sub002,closed,b4,vis,stim1000pre,0.711864406779661,0.613333333333333,59
sub002,closed,b5,vis,stim1000pre,0.694915254237288,0.604583333333333,59
sub002,closed,b1,lat,stim1000pre,0.627118644067797,0.62,59
sub002,closed,b2,lat,stim1000pre,0.644067796610169,0.623333333333333,59
sub002,closed,b3,lat,stim1000pre,0.694915254237288,0.667916666666667,59
sub002,closed,b4,lat,stim1000pre,0.610169491525424,0.591666666666667,59
sub002,closed,b5,lat,stim1000pre,0.661016949152542,0.613333333333333,59
sub002,closed,b1,bal_ip_v,stim1000pre,0.644067796610169,0.614166666666667,59
sub002,closed,b2,bal_ip_v,stim1000pre,0.576271186440678,0.60625,59
sub002,closed,b3,bal_ip_v,stim1000pre,0.711864406779661,0.614166666666667,59
sub002,closed,b4,bal_ip_v,stim1000pre,0.694915254237288,0.637916666666667,59
sub002,closed,b5,bal_ip_v,stim1000pre,0.610169491525424,0.655833333333333,59
sub002,closed,b1,bal_ip_i,stim1000pre,0.644067796610169,0.599166666666667,59
sub002,closed,b2,bal_ip_i,stim1000pre,0.593220338983051,0.640833333333333,59
sub002,closed,b3,bal_ip_i,stim1000pre,0.677966101694915,0.602083333333333,59
sub002,closed,b4,bal_ip_i,stim1000pre,0.711864406779661,0.642916666666667,59
sub002,closed,b5,bal_ip_i,stim1000pre,0.610169491525424,0.63875,59
sub002,open,b1,vis,stim500pre,0.821428571428571,0.49875,56
sub002,open,b2,vis,stim500pre,0.875,0.545833333333333,56
sub002,open,b3,vis,stim500pre,0.910714285714286,0.492083333333333,56
