Subject: fc1
Blockt: 4

N	Cue	D1 	Dis	D2 	Tar	ER	SR	FA	MR	HIT	RT
1	0	357	0	343	1	1	2	0	1	0	1051
2	1	386	2	314	3	2	2	0	1	1	748
3	1	241	0	459	1	1	1	0	1	1	708
4	2	311	0	389	4	2	2	0	1	1	647
5	0	624	0	76	3	2	2	0	1	1	814
6	0	306	0	394	2	1	1	0	1	1	619
7	2	262	0	438	2	1	1	0	1	1	1071
8	2	345	1	355	2	1	1	0	1	1	584
9	0	518	2	182	1	1	1	0	1	1	1029
10	1	82	0	618	1	1	1	0	1	1	751
11	0	281	0	419	2	1	1	0	1	1	1202
12	0	610	0	90	4	2	2	0	1	1	566
13	0	208	0	492	2	1	1	0	1	1	606
14	0	391	2	309	3	2	2	0	1	1	802
15	0	370	0	330	4	2	2	0	1	1	822
16	1	144	1	556	3	2	2	0	1	1	632
17	0	171	0	529	4	2	2	0	2	0	1169
18	1	408	0	292	1	1	1	0	1	1	564
19	0	608	0	92	2	1	1	0	1	1	473
20	1	531	0	169	3	2	2	0	1	1	542
21	2	480	0	220	2	1	1	0	1	1	615
22	1	591	0	109	1	1	1	0	1	1	804
23	1	244	0	456	3	2	2	0	1	1	664
24	0	621	2	79	4	2	1	0	1	0	639
25	0	103	0	597	1	1	1	0	1	1	1080
26	2	316	0	384	2	1	1	0	1	1	744
27	1	458	0	242	1	1	1	0	1	1	443
28	2	258	0	442	4	2	2	0	1	1	790
29	2	604	2	96	4	2	2	0	1	1	641
30	1	184	0	516	3	2	2	0	1	1	603
31	0	158	0	542	3	2	2	0	1	1	531
32	0	196	0	504	1	1	1	0	1	1	600
33	0	240	1	460	2	1	1	0	1	1	618
34	0	98	0	602	4	2	2	0	1	1	719
35	0	120	1	580	3	2	2	0	1	1	570
36	2	343	0	357	4	2	2	0	1	1	724
37	2	452	2	248	2	1	1	0	1	1	597
38	0	178	0	522	3	2	2	0	2	0	539
39	2	450	0	250	2	1	1	0	1	1	955
40	2	374	0	326	4	2	2	0	1	1	753
41	0	594	0	106	2	1	1	0	1	1	654
42	1	630	2	70	1	1	1	0	1	1	1411
43	2	327	0	373	2	1	1	0	1	1	765
44	0	559	0	141	1	1	1	0	1	1	760
45	0	263	1	437	1	1	1	0	1	1	640
46	0	601	0	99	3	2	2	0	1	1	693
47	0	172	1	528	4	2	2	0	1	1	567
48	0	160	0	540	4	2	2	0	1	1	522
49	2	448	0	252	4	2	2	0	1	1	456
50	2	222	1	478	4	2	2	0	1	1	436
51	0	494	2	206	2	1	1	0	1	1	803
52	0	225	0	475	3	2	2	0	1	1	856
53	0	90	0	610	1	1	1	0	1	1	785
54	1	185	0	515	1	1	1	0	1	1	845
55	1	66	1	634	1	1	1	0	1	1	404
56	2	454	0	246	4	2	2	0	1	1	572
57	0	613	0	87	1	1	1	0	1	1	775
58	0	514	0	186	4	2	2	0	1	1	700
59	1	262	0	438	3	2	2	0	1	1	868
60	1	585	0	115	3	2	2	0	1	1	621
61	0	451	0	249	3	2	2	0	1	1	566
62	0	407	0	293	2	1	1	0	1	1	670
63	1	384	0	316	3	2	2	0	1	1	680
64	2	590	0	110	2	1	1	0	1	1	522

nb trial with correct rep:60
nb trial with no rep:0
nb trial with incorrect rep:2
dont nb trial with multip rep:2
dont nb trial with FA:0
Average RT:703
