Subject: vauch
Blockt: 4

N	Cue	D1 	Dis	D2 	Tar	ER	SR	FA	MR	HIT	RT
1	0	357	0	343	1	1	1	0	1	1	1059
2	1	386	2	314	3	2	2	0	1	1	545
3	1	241	0	459	1	1	1	0	1	1	494
4	2	311	0	389	4	2	2	0	1	1	466
5	0	624	0	76	3	2	2	0	1	1	832
6	0	306	0	394	2	1	1	0	1	1	620
7	2	262	0	438	2	1	1	0	1	1	561
8	2	345	1	355	2	1	1	0	1	1	536
9	0	518	2	182	1	1	1	0	1	1	398
10	1	82	0	618	1	1	1	0	1	1	407
11	0	281	0	419	2	1	2	0	2	0	592
12	0	610	0	90	4	2	2	0	1	1	585
13	0	208	0	492	2	1	1	0	1	1	551
14	0	391	2	309	3	2	2	0	1	1	668
15	0	370	0	330	4	2	2	0	1	1	492
16	1	144	1	556	3	2	2	0	1	1	564
17	0	171	0	529	4	2	2	0	1	1	595
18	1	408	0	292	1	1	1	0	1	1	538
19	0	608	0	92	2	1	1	0	1	1	694
20	1	531	0	169	3	2	2	0	1	1	713
21	2	480	0	220	2	1	1	0	1	1	581
22	1	591	0	109	1	1	1	0	1	1	462
23	1	244	0	456	3	2	2	0	1	1	507
24	0	621	2	79	4	2	2	0	1	1	1055
25	0	103	0	597	1	1	1	0	1	1	674
26	2	316	0	384	2	1	1	0	1	1	576
27	1	458	0	242	1	1	1	0	1	1	476
28	2	258	0	442	4	2	2	0	1	1	597
29	2	604	2	96	4	2	2	0	1	1	988
30	1	184	0	516	3	2	2	0	1	1	612
31	0	158	0	542	3	2	2	0	1	1	602
32	0	196	0	504	1	1	1	0	1	1	431
33	0	240	1	460	2	1	1	0	1	1	657
34	0	98	0	602	4	2	2	0	1	1	568
35	0	120	1	580	3	2	2	0	1	1	801
36	2	343	0	357	4	2	2	0	1	1	431
37	2	452	2	248	2	1	1	0	1	1	778
38	0	178	0	522	3	2	2	0	1	1	587
39	2	450	0	250	2	1	1	0	1	1	591
40	2	374	0	326	4	2	2	0	1	1	586
41	0	594	0	106	2	1	1	0	1	1	710
42	1	630	2	70	1	1	1	0	1	1	690
43	2	327	0	373	2	1	1	0	1	1	508
44	0	559	0	141	1	1	1	0	1	1	526
45	0	263	1	437	1	1	1	0	1	1	337
46	0	601	0	99	3	2	2	0	1	1	769
47	0	172	1	528	4	2	2	0	1	1	436
48	0	160	0	540	4	2	2	0	1	1	412
49	2	448	0	252	4	2	2	0	1	1	465
50	2	222	1	478	4	2	2	0	1	1	378
51	0	494	2	206	2	1	1	0	1	1	766
52	0	225	0	475	3	2	2	0	1	1	654
53	0	90	0	610	1	1	1	0	1	1	589
54	1	185	0	515	1	1	1	0	1	1	471
55	1	66	1	634	1	1	1	0	1	1	468
56	2	454	0	246	4	2	2	0	1	1	499
57	0	613	0	87	1	1	1	0	1	1	481
58	0	514	0	186	4	2	2	0	1	1	581
59	1	262	0	438	3	2	2	0	1	1	699
60	1	585	0	115	3	2	2	0	1	1	535
61	0	451	0	249	3	2	2	0	1	1	471
62	0	407	0	293	2	1	1	0	1	1	753
63	1	384	0	316	3	2	2	0	1	1	566
64	2	590	0	110	2	1	1	0	1	1	2556

nb trial with correct rep:63
nb trial with no rep:0
nb trial with incorrect rep:0
dont nb trial with multip rep:1
dont nb trial with FA:0
Average RT:622
